stock_id,images,age,city,highway,transmission,drive,engine,cylinder,horsepower,torque,rating_5,rating_4,rating_3,rating_2,rating_1,mileage,owner,event,recall,"store[T.Fremont, CA]","store[T.Fresno, CA]","store[T.Modesto, CA]","store[T.Pleasanton, CA]","store[T.Reno, NV]","store[T.Roseville, CA]","store[T.Sacramento, CA]","store[T.San Francisco, CA]","store[T.San Jose, CA]","store[T.Santa Rosa, CA]",Intercept,make[T.Audi],make[T.BMW],make[T.Buick],make[T.Cadillac],make[T.Chevrolet],make[T.Chrysler],make[T.Dodge],make[T.Fiat],make[T.Ford],make[T.GMC],make[T.Honda],make[T.Hyundai],make[T.Infiniti],make[T.Jaguar],make[T.Jeep],make[T.Kia],make[T.Land],make[T.Lexus],make[T.Lincoln],make[T.Mazda],make[T.Mercedes-Benz],make[T.Mercury],make[T.Mini],make[T.Mitsubishi],make[T.Nissan],make[T.Pontiac],make[T.Porsche],make[T.Scion],make[T.Smart],make[T.Subaru],make[T.Toyota],make[T.Volkswagen],make[T.Volvo],torque_log,horsepower_log,image_quad,image_cub,age_quad,age_cub,luxury,mileage_morethan_100k,predicted,price,pred_perc
14900375,24,7,16.0,25.0,0,0,5.0,8.0,429.0,376.0,34,8,0,1,1,85.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.929589143389895,6.061456918928017,576,13824,49,343,0.0,0,22002.099557665144,16998.0,1.2943934320311299
15823545,22,4,18.0,24.0,0,1,3.5,6.0,302.0,273.0,6,1,0,0,0,43.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.60947179518496,5.71042701737487,484,10648,16,64,1.0,0,30690.83963632717,24998.0,1.2277318039974066
16057255,21,3,18.0,27.0,0,0,3.5,6.0,288.0,254.0,0,0,0,0,0,58.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.537334267018537,5.662960480135946,441,9261,9,27,0.0,0,18800.1005890973,13998.0,1.3430561929630875
16329147,24,4,21.0,30.0,0,0,2.0,4.0,250.0,260.0,8,7,1,0,0,16.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560681631015528,5.521460917862246,576,13824,16,64,0.0,0,22981.538720478806,17998.0,1.2768940282519616
15999299,21,2,17.0,25.0,0,0,3.6,6.0,283.0,260.0,0,0,0,0,0,47.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560681631015528,5.645446897643238,441,9261,4,8,1.0,0,20859.80012312059,16998.0,1.2271914415296263
15880765,23,12,16.0,21.0,0,0,4.5,8.0,325.0,336.0,10,1,0,0,0,126.0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.817111159963204,5.783825182329737,529,12167,144,1728,1.0,1,14026.200582462912,11599.0,1.2092594691320728
15380380,25,4,24.0,32.0,0,0,2.0,4.0,220.0,258.0,3,1,1,0,0,37.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.552959584921617,5.393627546352362,625,15625,16,64,1.0,0,25514.1916131746,20998.0,1.2150772270299361
15283542,22,8,19.0,28.0,0,0,3.0,6.0,300.0,300.0,23,3,1,0,0,47.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.703782474656201,5.703782474656201,484,10648,64,512,1.0,0,21371.52886262472,16998.0,1.2572966738807343
15670924,21,5,126.0,101.0,0,0,2.7484978001257074,4.92394720301697,107.0,187.0,1,2,0,0,1,39.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.231108616854587,4.672828834461906,441,9261,25,125,0.0,0,12270.209468696043,9998.0,1.2272664001496343
16039611,21,4,23.0,34.0,0,0,2.0,4.0,240.0,260.0,0,0,0,0,0,37.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560681631015528,5.480638923341991,441,9261,16,64,1.0,0,21226.341358888072,16998.0,1.2487552276084288
16062843,21,3,19.0,28.0,0,0,3.6,6.0,305.0,264.0,5,1,0,0,0,44.0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575949103146316,5.720311776607412,441,9261,9,27,0.0,0,21706.99120876535,15998.0,1.3568565576175367
16020016,20,6,18.0,29.0,0,0,3.6,6.0,303.0,264.0,36,20,5,0,3,64.0,3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575949103146316,5.713732805509369,400,8000,36,216,0.0,0,16906.901820414576,11599.0,1.457617192897196
16104084,21,3,26.0,36.0,1,0,2.0,4.0,160.0,146.0,3,1,3,0,1,19.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.983606621708336,5.075173815233827,441,9261,9,27,0.0,0,15690.329720085048,11998.0,1.3077454342461283
16063299,21,6,18.0,29.0,0,0,3.6,6.0,303.0,264.0,36,20,5,0,3,28.0,2,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575949103146316,5.713732805509369,441,9261,36,216,0.0,0,20285.57385907801,12998.0,1.5606688612923534
15985183,23,6,28.0,39.0,0,0,1.8,4.0,227.04213298222516,228.3531746031746,61,27,4,1,1,43.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430893441891168,5.425135608109609,529,12167,36,216,0.0,0,19122.884822006876,14998.0,1.2750289919993916
15945079,21,6,23.676431424766978,31.466045272969374,0,0,2.7484978001257074,4.92394720301697,107.0,187.0,11,9,2,0,1,26.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.231108616854587,4.672828834461906,441,9261,36,216,0.0,0,12964.744877875582,10599.0,1.2232045360765715
15866917,21,8,18.0,27.0,0,1,3.0,6.0,300.0,300.0,23,3,1,0,0,86.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.703782474656201,5.703782474656201,441,9261,64,512,1.0,0,21260.442483117702,14998.0,1.4175518391197295
15824357,26,9,12.0,17.0,0,1,5.6,8.0,320.0,393.0,3,1,0,0,0,94.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.973809611869261,5.768320995793772,676,17576,81,729,1.0,0,26021.40937314435,20998.0,1.2392327542215615
16211389,0,3,21.0,27.0,0,0,2.4,4.0,172.0,165.0,5,2,0,0,0,30.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10594547390058,5.147494476813453,0,0,9,27,0.0,0,19069.88075004106,14998.0,1.271494915991536
15824549,22,3,24.0,33.0,0,1,2.0,4.0,220.0,258.0,0,0,0,0,0,12.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.552959584921617,5.393627546352362,484,10648,9,27,1.0,0,29689.542168327895,24599.0,1.2069410207052276
16038441,23,4,18.0,25.0,0,1,3.7,6.0,328.0,269.0,0,0,0,0,0,27.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.594711379601839,5.793013608384144,529,12167,16,64,1.0,0,28233.591692277478,20998.0,1.3445848029468273
15824344,21,7,18.0,23.0,0,1,3.0,6.0,240.0,223.0,52,26,8,3,0,107.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407171771460119,5.480638923341991,441,9261,49,343,0.0,1,14588.061448728127,11599.0,1.2576999266081668
15730562,20,4,23.676431424766978,31.466045272969374,0,0,1.6,4.0,227.04213298222516,228.3531746031746,7,4,3,1,0,42.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430893441891168,5.425135608109609,400,8000,16,64,0.0,0,15978.157373036642,11599.0,1.3775461137198588
15401957,24,11,16.0,24.0,0,0,4.6,8.0,380.0,367.0,15,1,2,1,0,118.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905361848054571,5.940171252720432,576,13824,121,1331,1.0,1,21316.852850071118,14998.0,1.4213130317423068
16182313,20,4,25.0,33.0,1,0,1.4,4.0,160.0,184.0,5,1,0,0,0,34.0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.214935757608986,5.075173815233827,400,8000,16,64,0.0,0,14526.33425927354,10998.0,1.3208159901139789
16211609,0,4,19.0,27.0,0,0,3.7,6.0,300.0,280.0,13,4,0,1,1,50.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.634789603169249,5.703782474656201,0,0,16,64,0.0,0,20608.11888228255,16998.0,1.2123849207131752
16058430,17,2,16.0,23.0,0,0,5.3,8.0,355.0,383.0,1,0,0,0,0,6.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.948034989180646,5.872117789475416,289,4913,4,8,1.0,0,34084.79462366324,22998.0,1.4820764685478407
15831919,24,7,17.0,24.0,0,1,3.5,6.0,297.0,253.0,2,1,0,0,0,60.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53338948872752,5.6937321388027,576,13824,49,343,1.0,0,21738.386283617296,17998.0,1.2078223293486663
16062476,20,4,31.0,39.0,1,0,1.2,4.0,84.0,83.0,5,9,1,0,0,13.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.418840607796598,4.430816798843313,400,8000,16,64,0.0,0,12480.162646084516,9998.0,1.2482659177920101
16260244,0,4,25.0,35.0,0,0,1.8,4.0,138.0,125.0,37,15,0,0,1,19.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8283137373023015,4.927253685157205,0,0,16,64,0.0,0,15390.152173292685,12599.0,1.2215375961022847
16211715,20,6,23.676431424766978,31.466045272969374,0,0,2.7484978001257074,4.92394720301697,107.0,187.0,11,9,2,0,1,42.0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.231108616854587,4.672828834461906,400,8000,36,216,0.0,0,12536.94992533413,9998.0,1.2539457816897508
15824350,20,6,23.676431424766978,31.466045272969374,0,0,2.7484978001257074,4.92394720301697,107.0,187.0,11,9,2,0,1,23.0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.231108616854587,4.672828834461906,400,8000,36,216,0.0,0,12781.801215230727,9599.0,1.331576332454498
16058636,20,1,23.676431424766978,31.466045272969374,0,0,2.0,4.0,227.04213298222516,228.3531746031746,0,0,0,0,0,9.0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430893441891168,5.425135608109609,400,8000,1,1,0.0,0,26274.126930012804,19998.0,1.3138377302736677
15986720,22,2,17.0,25.0,0,0,3.6,6.0,283.0,260.0,0,0,0,0,0,38.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560681631015528,5.645446897643238,484,10648,4,8,1.0,0,22335.86484140689,17998.0,1.2410192711082837
15402014,22,7,106.0,92.0,0,0,2.7484978001257074,4.92394720301697,107.0,207.0,26,8,3,1,1,41.0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.332718793265369,4.672828834461906,484,10648,49,343,0.0,0,11325.68367021783,8998.0,1.2586890053587274
14956917,23,3,17.0,25.0,0,0,3.6,6.0,283.0,260.0,3,2,0,0,0,41.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.560681631015528,5.645446897643238,529,12167,9,27,1.0,0,22658.3791717499,16998.0,1.333002657474403
15985522,0,2,23.676431424766978,31.466045272969374,1,0,2.0,4.0,160.0,146.0,0,1,0,0,0,14.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.983606621708336,5.075173815233827,0,0,4,8,0.0,0,18406.241559331185,12998.0,1.4160825941938133
16057370,0,9,17.0,23.0,0,1,3.5,6.0,265.0,250.0,28,15,0,0,2,126.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521460917862246,5.579729825986222,0,0,81,729,0.0,1,13571.797721148685,10998.0,1.2340241608609461
15967681,21,3,23.676431424766978,31.466045272969374,0,0,3.6,6.0,227.04213298222516,228.3531746031746,4,0,0,0,0,39.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430893441891168,5.425135608109609,441,9261,9,27,0.0,0,19776.131369803454,12998.0,1.5214749476691378
16057190,24,6,20.0,28.0,0,0,3.6,6.0,280.0,258.0,29,14,1,0,0,42.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.552959584921617,5.634789603169249,576,13824,36,216,0.0,0,17813.486819404974,14599.0,1.220185411288785
16244428,23,3,21.0,29.0,0,1,2.4,4.0,180.0,175.0,0,1,0,0,0,20.0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1647859739235145,5.19295685089021,529,12167,9,27,0.0,0,21053.424675352424,16599.0,1.2683550018285694
16260198,0,3,26.0,36.0,0,0,1.6,4.0,137.0,123.0,4,1,1,0,0,25.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812184355372417,4.919980925828125,0,0,9,27,0.0,0,14485.440478156566,11998.0,1.2073212600563898
15927526,20,4,23.676431424766978,31.466045272969374,0,0,3.6,6.0,305.0,264.0,12,2,1,0,0,43.0,3,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.575949103146316,5.720311776607412,400,8000,16,64,0.0,0,20094.350838346338,11998.0,1.6748083712574044
16057893,18,2,16.0,23.0,0,0,5.3,8.0,355.0,383.0,1,0,0,0,0,9.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.948034989180646,5.872117789475416,324,5832,4,8,1.0,0,32498.742167024528,21998.0,1.4773498575790767
16058595,0,5,40.0,38.0,0,0,2.5,4.0,200.0,156.0,4,0,0,0,0,45.0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.049856007249537,5.298317366548036,0,0,25,125,0.0,0,19251.335928118813,15998.0,1.2033589153718474
16244340,25,4,17.0,23.0,0,1,3.0,6.0,340.0,339.0,4,0,0,1,0,20.0,1,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82600010738045,5.8289456176102075,625,15625,16,64,1.0,0,57286.25886875882,46998.0,1.2189084401199801
